p,N,T_total,T_low,T_mid,T_high,M_N_2,M_N_3,M_N_4,M_N_5,M_N_6,M_N_7,M_N_8,M_N_9,M_N_10,M_N_11,M_N_12,M_N_13,M_N_14,M_N_15,M_N_16,M_N_17,M_N_18,M_N_19,M_N_20,sqrtN
2913151,2913150,-58.5113936362,-29.7436507937,-17.4863895606,-11.2813532819,-125,3,66,-60,66,157,-122,-11,103,6,-35,-84,-47,4,58,113,-42,-95,-60,1706
2913961,2913960,-58.0623070910,-29.5515873016,-17.2230005495,-11.2877192399,-126,2,80,-66,70,155,-130,-16,102,5,-38,-76,-48,11,53,115,-38,-100,-61,1707
2914129,2914128,-55.6706546546,-26.9575396825,-17.4311279883,-11.2819869837,-119,1,75,-64,70,157,-125,-19,99,8,-37,-76,-47,8,47,118,-37,-100,-60,1707
2914183,2914182,-56.2551931133,-26.9662698413,-18.0133103600,-11.2756129119,-120,2,78,-65,68,159,-125,-23,100,7,-37,-77,-50,6,45,118,-35,-99,-62,1707
2914193,2914192,-56.4407203656,-27.2051587302,-17.9594350301,-11.2761266053,-119,1,78,-65,67,159,-127,-22,99,6,-36,-77,-50,7,46,118,-35,-99,-62,1707
2914267,2914266,-55.0331683873,-25.9162698413,-17.8415996021,-11.2752989440,-110,-2,70,-66,67,159,-123,-23,95,6,-35,-76,-51,7,45,116,-36,-100,-60,1707
2921063,2921062,-45.1409354580,-20.8507936508,-12.9932420545,-11.2968997527,-54,4,38,-102,13,165,-108,-56,97,5,10,-56,-61,6,39,88,-7,-97,-41,1709
2921111,2921110,-45.8201375913,-21.5083333333,-13.0171683775,-11.2946358804,-56,3,41,-107,15,168,-109,-57,101,5,11,-56,-62,6,39,88,-7,-97,-43,1709
2921179,2921178,-44.9908020602,-20.2924603175,-13.4052607504,-11.2930809924,-54,3,42,-108,17,165,-107,-56,100,4,12,-56,-62,7,36,89,-8,-98,-43,1709
2921561,2921560,-45.8216600507,-19.9777777778,-14.5475029034,-11.2963793695,-64,5,47,-106,25,175,-106,-64,110,3,7,-60,-70,9,36,92,-9,-99,-47,1709
2922229,2922228,-48.1942963778,-22.3575396825,-14.5406570354,-11.2960996599,-77,25,51,-115,17,164,-97,-70,117,2,7,-65,-67,8,34,86,-4,-100,-43,1709
2923901,2923900,-57.8336216063,-32.9019841270,-13.6270368957,-11.3046005836,-93,20,55,-111,17,164,-109,-77,113,5,-8,-66,-69,5,35,86,-1,-99,-42,1709
2923933,2923932,-57.8470931341,-32.8484126984,-13.6920254197,-11.3066550160,-94,17,58,-110,18,167,-110,-74,111,7,-8,-65,-70,6,35,85,-2,-98,-42,1709
2925889,2925888,-59.2635185387,-35.6083333333,-12.3440019667,-11.3111832387,-94,36,50,-105,14,161,-135,-96,101,15,-5,-65,-65,-14,63,76,-12,-92,-41,1710
2926031,2926030,-59.4974435694,-35.7480158730,-12.4399847802,-11.3094429162,-95,32,52,-102,12,165,-135,-91,99,22,-5,-65,-70,-13,63,74,-13,-96,-41,1710
2926067,2926066,-59.2654952667,-35.5488095238,-12.4062127639,-11.3104729790,-96,35,51,-98,12,162,-135,-93,97,22,-6,-64,-69,-15,62,75,-12,-96,-39,1710
2937793,2937792,-33.8906541109,-3.2230158730,-19.3329099513,-11.3347282866,-63,80,71,-144,22,137,-112,-70,112,5,-22,-89,-66,-6,26,90,-10,-89,-50,1713
2938003,2938002,-33.2777424208,-3.9857142857,-17.9597112825,-11.3323168526,-61,76,68,-141,20,138,-116,-69,115,11,-20,-85,-66,-3,28,92,-9,-87,-48,1714
2938241,2938240,-34.2340393643,-4.4333333333,-18.4695491770,-11.3311568540,-61,76,71,-148,19,133,-114,-66,120,10,-22,-88,-64,-2,30,90,-8,-86,-49,1714
2938993,2938992,-36.2110067412,-6.9773809524,-17.8990075995,-11.3346181893,-67,85,71,-158,16,124,-111,-60,122,8,-20,-74,-59,-5,31,83,-5,-86,-45,1714
2943133,2943132,-1.3869249840,29.1551587302,-19.1987725381,-11.3433111761,7,108,46,-148,5,142,-131,-62,99,-21,-5,-64,-83,-9,36,88,4,-90,-38,1715
2943137,2943136,-1.8893795082,28.6551587302,-19.2006997335,-11.3438385049,6,108,46,-148,5,142,-131,-62,99,-21,-5,-64,-83,-9,36,88,4,-90,-38,1715
2943191,2943190,-2.1572597380,27.7103174603,-18.5256284962,-11.3419487021,4,107,49,-147,2,144,-132,-64,99,-18,-2,-63,-83,-7,36,88,6,-88,-40,1715
2957267,2957266,-2.5771393809,27.6083333333,-18.8223559214,-11.3631167928,-66,176,30,-146,1,189,-97,-72,166,-25,0,-52,-72,10,62,81,9,-64,-65,1719
2957873,2957872,-0.1124568579,30.0785714286,-18.8271035298,-11.3639247567,-62,183,16,-136,-9,192,-86,-72,161,-30,4,-48,-72,10,53,85,15,-70,-63,1719
2985553,2985552,-54.0435140236,-18.8158730159,-23.8210738305,-11.4065671772,-259,297,111,-202,-25,164,-2,-133,201,-53,-19,-107,-40,-29,51,124,48,-54,-59,1727
2985847,2985846,-54.9434381775,-19.7503968254,-23.7867526558,-11.4062886963,-267,303,121,-204,-28,163,-11,-130,205,-51,-19,-104,-36,-32,51,121,46,-53,-63,1727
2985991,2985990,-57.2614410980,-22.6333333333,-23.2255896884,-11.4025180763,-264,292,116,-207,-22,161,-12,-126,206,-49,-18,-106,-33,-27,53,117,43,-50,-61,1728
2986429,2986428,-55.9163663764,-20.5019841270,-24.0139118782,-11.4004703713,-259,281,126,-212,-22,164,-7,-122,209,-47,-23,-113,-37,-22,55,118,44,-47,-66,1728
2986483,2986482,-55.1901931223,-19.6214285714,-24.1665097897,-11.4022547612,-257,281,124,-215,-23,164,-2,-120,212,-46,-21,-114,-39,-21,54,116,45,-50,-66,1728
2986637,2986636,-56.6458800574,-21.1888888889,-24.0547136268,-11.4022775417,-257,283,121,-219,-26,168,-2,-125,210,-46,-22,-116,-39,-20,56,116,45,-49,-63,1728
2986769,2986768,-60.1471348177,-23.7464285714,-24.9954484886,-11.4052577577,-264,278,126,-219,-24,171,1,-123,210,-47,-24,-117,-39,-22,54,111,48,-51,-65,1728
3134039,3134038,8.7298189055,31.7031746032,-11.3384691667,-11.6348865309,-14,268,-24,-102,-141,33,48,-211,120,74,22,-48,-86,-70,-2,21,77,31,-40,1770
3134071,3134070,6.3215588751,29.4388888889,-11.4825037837,-11.6348262301,-17,261,-22,-101,-138,35,46,-208,120,76,22,-49,-88,-69,-2,20,76,30,-41,1770
3134147,3134146,4.7432827583,27.6222222222,-11.2421547863,-11.6367846776,-20,262,-27,-101,-138,35,50,-208,121,74,22,-48,-87,-69,-3,21,74,29,-40,1770
3135529,3135528,5.4197559331,25.7928571429,-8.7363764716,-11.6367247382,-3,245,-39,-106,-145,36,44,-198,121,78,28,-47,-82,-69,-4,44,66,42,-43,1770
3136543,3136542,16.3846364818,38.1690476190,-10.1464267890,-11.6379843483,9,260,-31,-98,-154,37,56,-213,114,73,33,-46,-84,-66,-7,45,74,44,-50,1771
3136571,3136570,15.6016233760,37.4146825397,-10.1752759893,-11.6377831744,6,262,-30,-98,-155,38,55,-215,116,73,32,-47,-83,-67,-5,44,75,43,-50,1771
3136597,3136596,16.6262008063,38.6952380952,-10.4312346680,-11.6378026209,9,262,-32,-97,-156,38,56,-213,115,73,32,-47,-83,-68,-6,45,73,42,-49,1771
3136631,3136630,14.1866866829,36.1928571429,-10.3690823055,-11.6370881545,7,254,-29,-99,-152,36,56,-210,116,74,31,-46,-81,-67,-7,45,72,41,-51,1771
3147971,3147970,29.7003511255,49.6115079365,-8.2590311302,-11.6521256809,-13,272,10,-46,-136,40,3,-214,125,79,29,-39,-59,-68,-5,52,86,45,-57,1774
3148031,3148030,26.9359783391,47.1666666667,-8.5796681019,-11.6510202257,-20,268,15,-47,-134,42,2,-210,129,81,27,-39,-58,-66,-6,52,84,45,-58,1774
3148051,3148050,26.3192888128,46.6428571429,-8.6722984249,-11.6512699051,-21,267,18,-50,-133,43,0,-210,130,81,26,-40,-58,-64,-5,53,83,44,-59,1774
3509533,3509532,52.3715190717,62.1384920635,2.1002526851,-11.8672256769,255,-67,-159,207,-103,-68,-15,61,-227,84,107,-54,15,-65,-3,6,-1,51,103,1873
3534673,3534672,135.6384920534,157.8972222222,-10.3826960539,-11.8760341149,434,-11,-126,151,-162,-49,-13,8,-194,31,115,-38,-24,-53,-55,-56,4,23,49,1880
3534743,3534742,135.9682034500,157.8000000000,-9.9551408852,-11.8766556648,437,-15,-122,150,-163,-49,-16,6,-197,34,116,-39,-25,-52,-54,-55,6,21,48,1880
3534787,3534786,134.7689648657,156.7115079365,-10.0642790969,-11.8782639739,434,-14,-120,148,-162,-51,-17,8,-197,32,115,-40,-23,-51,-53,-55,5,20,48,1880
3535087,3535086,133.3913983915,155.6511904762,-10.3825035750,-11.8772885096,429,-6,-133,151,-167,-48,-7,6,-189,33,126,-43,-21,-53,-57,-52,8,23,43,1880
3535141,3535140,134.5405805351,156.6353174603,-10.2160040371,-11.8787328881,436,-8,-138,152,-173,-45,-9,8,-191,33,130,-42,-24,-54,-55,-54,8,23,45,1880
3535177,3535176,133.9227356283,155.9956349206,-10.1921704459,-11.8807288464,435,-6,-138,149,-174,-48,-5,7,-191,32,131,-43,-23,-54,-56,-53,9,24,46,1880
3535369,3535368,137.3407568399,158.3849206349,-9.1613115274,-11.8828522676,447,-1,-144,148,-183,-57,-2,1,-196,34,136,-41,-19,-50,-55,-54,8,22,51,1880
3535373,3535372,136.6708906917,157.7571428571,-9.2036816222,-11.8825705432,445,0,-143,147,-183,-57,-2,0,-195,34,136,-41,-19,-50,-55,-54,8,22,51,1880
3535981,3535980,129.0118063466,149.4722222222,-8.5809164665,-11.8794994091,438,-14,-143,141,-179,-63,0,2,-187,30,139,-43,-23,-42,-53,-49,12,28,43,1880
3536899,3536898,135.7514349939,154.2539682540,-6.6188811524,-11.8836521076,462,-18,-151,150,-185,-69,-14,-5,-200,35,143,-47,-25,-40,-46,-43,12,27,47,1880
3536903,3536902,135.0634551941,153.6317460317,-6.6852389731,-11.8830518646,461,-19,-151,150,-185,-69,-14,-4,-199,35,143,-47,-25,-40,-46,-43,12,27,46,1880
3536933,3536932,135.1108622558,153.3567460317,-6.3632899407,-11.8825938353,466,-24,-157,150,-184,-69,-13,-4,-198,35,145,-46,-25,-40,-45,-43,11,27,47,1880
3536987,3536986,133.8065773068,152.2115079365,-6.5224411138,-11.8824895159,464,-27,-154,151,-182,-72,-13,-4,-198,37,144,-46,-26,-41,-47,-44,9,25,47,1880
3632399,3632398,51.6889033709,63.4888888889,0.1398452659,-11.9398307840,350,-20,-209,37,-213,-126,30,32,-138,-90,156,19,-6,-39,-56,-15,0,73,65,1905
3632507,3632506,51.8071307147,63.8646825397,-0.1149047593,-11.9426470657,347,-19,-202,35,-215,-123,25,34,-133,-90,157,20,-6,-40,-53,-14,0,75,63,1905
3632513,3632512,50.9009456043,62.9551587302,-0.1109331644,-11.9432799614,346,-20,-202,34,-214,-124,25,34,-132,-90,156,20,-5,-40,-53,-13,-1,75,63,1905
3632599,3632598,49.5952691546,61.8908730159,-0.3531192037,-11.9424846576,339,-17,-201,38,-214,-122,25,34,-131,-92,156,20,-5,-42,-52,-14,-1,74,63,1905
3632609,3632608,49.9112478799,62.2503968254,-0.3972506438,-11.9418983017,340,-16,-202,37,-215,-121,25,34,-131,-92,157,19,-5,-42,-53,-14,-1,74,64,1905
3632753,3632752,48.8151489452,60.1738095238,0.5819758873,-11.9406364659,341,-26,-202,39,-211,-120,22,36,-134,-91,158,22,-1,-42,-49,-14,1,76,63,1905
3632821,3632820,44.5408802478,56.0956349206,0.3854391475,-11.9401938203,335,-32,-203,38,-207,-118,21,40,-133,-92,158,21,-3,-41,-47,-15,-2,78,61,1905
3632831,3632830,43.8246683221,55.4345238095,0.3296603487,-11.9395158361,333,-30,-202,36,-208,-118,21,39,-132,-93,158,21,-3,-41,-47,-15,-2,78,61,1905
3633349,3633348,39.2698627723,51.4817460317,-0.2716805341,-11.9402027253,331,-35,-202,26,-208,-125,22,47,-125,-102,154,21,-2,-43,-45,-10,-10,78,61,1906
3634901,3634900,40.6738497519,52.5087301587,0.1077996911,-11.9426800979,347,-64,-215,37,-192,-128,40,43,-128,-112,164,25,-1,-33,-58,-6,-6,78,61,1906
3634913,3634912,40.0712444551,52.0059523810,0.0079710715,-11.9426789973,346,-66,-213,37,-191,-128,39,45,-129,-113,163,25,-1,-32,-57,-7,-7,79,61,1906
3636019,3636018,47.6555037307,60.0793650794,-0.4804811927,-11.9433801560,363,-67,-222,38,-183,-134,44,50,-126,-109,158,27,-3,-34,-58,-4,-11,77,53,1906
3636289,3636288,52.9350381177,65.8329365079,-0.9565247597,-11.9413736306,367,-54,-228,43,-186,-131,49,47,-129,-113,156,24,-2,-33,-61,-2,-9,81,55,1906
3638077,3638076,62.1313974034,75.2023809524,-1.1257613888,-11.9452221601,403,-51,-254,41,-191,-145,42,54,-127,-134,166,37,-2,-42,-56,-8,-5,84,56,1907
3641489,3641488,62.0284530987,73.1884920635,0.7861819240,-11.9462208888,396,-53,-264,68,-201,-131,49,31,-121,-130,184,48,-9,-37,-57,3,4,94,56,1908
3641569,3641568,62.0803548938,73.6186507937,0.4094548520,-11.9477507519,396,-54,-265,68,-205,-129,55,35,-119,-128,186,45,-11,-35,-57,3,4,93,57,1908
3641767,3641766,60.8717662091,72.6253968254,0.1931894965,-11.9468201128,397,-64,-265,76,-204,-128,58,40,-129,-126,186,42,-10,-35,-61,0,3,91,59,1908
3641783,3641782,59.3099039931,71.2043650794,0.0524803933,-11.9469414795,394,-65,-265,76,-205,-127,59,41,-127,-127,187,43,-10,-36,-62,-1,3,91,58,1908
3643147,3643146,74.0115541995,87.6634920635,-1.7028244944,-11.9491133696,413,-60,-237,80,-215,-138,54,55,-129,-116,169,41,-10,-35,-63,0,6,90,46,1908
3684203,3684202,66.4026264340,80.9972222222,-2.6230679833,-11.9715278050,357,-44,-238,80,-222,-182,203,89,-116,-108,172,89,36,-13,-143,-16,73,22,26,1919
3685289,3685288,69.3133486547,84.2250000000,-2.9289034604,-11.9827478849,358,-39,-230,94,-225,-182,193,81,-127,-115,171,92,32,-27,-139,-20,81,13,28,1919
3685301,3685300,69.9281551971,84.9484126984,-3.0386549784,-11.9816025229,359,-37,-231,93,-225,-181,192,80,-126,-114,171,92,31,-27,-138,-21,81,13,27,1919
3710123,3710122,54.0371844002,76.5853174603,-10.5629480929,-11.9851849672,298,80,-313,9,-236,-122,215,104,-43,-185,163,84,-1,24,-116,-15,21,-15,44,1926
3710167,3710166,54.9253037536,77.2634920635,-10.3537472524,-11.9844410575,302,79,-318,7,-233,-124,216,106,-42,-184,163,84,0,24,-115,-13,20,-17,45,1926
3710171,3710170,54.0149709654,76.3162698413,-10.3167990608,-11.9844998151,301,78,-319,6,-233,-124,217,107,-41,-184,163,84,0,24,-115,-13,20,-17,45,1926
3710303,3710302,57.3837003702,79.6587301587,-10.2880867265,-11.9869430620,306,81,-324,12,-236,-121,220,106,-44,-184,166,89,-1,21,-118,-13,16,-19,48,1926
3711881,3711880,43.6896026551,65.2273809524,-9.5493688381,-11.9884094592,266,78,-296,10,-239,-131,219,117,-36,-185,162,80,10,11,-123,1,24,-11,46,1926
3712127,3712126,37.2270134018,58.8988095238,-9.6841118680,-11.9876842540,254,69,-295,6,-234,-127,221,123,-27,-184,161,80,2,14,-125,3,19,-7,44,1926
3712589,3712588,31.5342144553,52.4448412698,-8.9328938463,-11.9777329683,248,52,-297,16,-223,-128,221,125,-39,-178,159,79,0,19,-120,3,20,-4,42,1926
3718573,3718572,13.6668743469,38.6043650794,-12.9562892985,-11.9812014340,183,25,-248,23,-195,-99,201,152,8,-196,149,86,1,12,-110,-6,-4,2,25,1928
3718619,3718618,13.2320794209,38.2388888889,-13.0237632534,-11.9830462146,184,25,-252,24,-195,-98,202,149,8,-195,149,84,-2,12,-110,-6,-3,1,25,1928
3718997,3718996,11.8422305430,36.1861111111,-12.3618483841,-11.9820321840,183,27,-257,18,-195,-98,197,154,11,-187,150,80,1,11,-108,-4,-12,-1,25,1928
3719011,3719010,12.9776206830,37.3472222222,-12.3872039347,-11.9823976045,186,28,-258,20,-198,-98,197,152,10,-188,151,79,0,10,-107,-3,-11,-2,25,1928
3719029,3719028,11.7460097028,36.0984126984,-12.3697155289,-11.9826874668,183,28,-257,19,-199,-97,198,152,11,-187,151,79,0,9,-108,-3,-11,-3,24,1928
3762097,3762096,-19.0185569522,6.8305555556,-13.8558333799,-11.9932791279,105,-42,-216,108,-107,-91,123,161,-17,-191,131,108,-11,-3,-74,-46,-68,4,44,1939
3940411,3940410,-97.9456102573,-67.3055555556,-18.7315950376,-11.9084596642,-232,-70,181,41,146,21,8,-50,-42,-196,-92,164,45,3,-8,-116,10,-30,5,1985
3941507,3941506,-106.6787389388,-76.6793650794,-18.0863228758,-11.9130509836,-256,-64,193,33,140,22,6,-47,-42,-209,-87,168,50,4,-9,-111,13,-30,6,1985
3941611,3941610,-105.9468273017,-75.9734126984,-18.0624701378,-11.9109444655,-252,-67,190,30,144,20,9,-47,-39,-208,-86,168,51,6,-11,-113,9,-27,4,1985
3941629,3941628,-104.7194912572,-74.7583333333,-18.0511255191,-11.9100324048,-248,-67,186,31,143,21,11,-48,-40,-209,-85,169,51,6,-12,-113,9,-26,5,1985
3941887,3941886,-97.5295099518,-67.2869047619,-18.3343780088,-11.9082271810,-235,-68,190,29,145,25,11,-48,-42,-207,-84,174,51,5,-14,-115,8,-28,7,1985
3942041,3942040,-97.6070900272,-67.7138888889,-17.9842104236,-11.9089907147,-233,-67,183,26,144,28,13,-50,-39,-205,-79,176,51,6,-14,-115,2,-31,6,1985
3942581,3942580,-101.5724577167,-72.2507936508,-17.4155127150,-11.9061513508,-224,-86,183,13,146,25,10,-44,-42,-212,-79,181,48,13,-13,-119,-3,-38,9,1985
3943397,3943396,-107.6727677390,-79.8138888889,-15.9508149677,-11.9080638824,-221,-109,184,4,149,28,-5,-35,-41,-220,-69,179,41,19,2,-123,4,-45,11,1985
3943543,3943542,-108.0638357795,-79.7246031746,-16.4364691400,-11.9027634649,-222,-110,185,-4,155,26,0,-32,-35,-217,-71,183,42,21,1,-127,2,-48,9,1985
3945937,3945936,-105.4786939264,-78.3138888889,-15.2620813642,-11.9027236733,-214,-115,188,-26,155,28,-9,-8,-26,-224,-64,181,43,46,2,-113,-4,-51,7,1986
3945973,3945972,-104.2684612947,-76.4988095238,-15.8618839477,-11.9077678232,-214,-112,191,-26,154,29,-9,-9,-24,-225,-66,180,41,45,2,-115,-5,-51,6,1986
3946463,3946462,-102.3516558844,-72.8329365079,-17.6135698705,-11.9051495060,-210,-108,191,-19,155,26,-7,-14,-29,-235,-63,172,47,39,-2,-116,0,-47,4,1986
3946469,3946468,-102.4397468976,-72.8067460317,-17.7274857162,-11.9055151497,-210,-107,190,-20,155,27,-7,-14,-29,-235,-63,172,47,39,-2,-117,0,-47,4,1986
3946477,3946476,-102.6385288436,-73.1468253968,-17.5855355629,-11.9061678839,-209,-107,188,-20,153,26,-6,-13,-30,-234,-62,172,48,38,-2,-117,0,-48,4,1986
3946483,3946482,-102.7181785779,-73.2480158730,-17.5639846855,-11.9061780194,-208,-108,188,-20,153,25,-7,-13,-30,-235,-62,172,48,38,-1,-117,0,-48,4,1986
3947143,3947142,-103.2451626018,-72.7932539683,-18.5536141984,-11.8982944352,-206,-113,178,-9,163,22,-1,-19,-29,-227,-69,171,43,31,0,-119,0,-47,4,1986
3953689,3953688,-97.3841298270,-65.6785714286,-19.8059301405,-11.8996282580,-178,-160,188,8,185,-10,14,9,-41,-208,-78,162,45,35,-6,-104,-27,-45,-2,1988
3954259,3954258,-91.9535971143,-60.1246031746,-19.9357883630,-11.8932055767,-177,-145,200,-1,174,5,2,4,-35,-201,-75,165,43,30,2,-104,-27,-46,-4,1988
3954361,3954360,-88.4151289145,-56.3634920635,-20.1569485927,-11.8946882583,-171,-144,199,1,175,5,2,5,-35,-201,-72,162,44,28,5,-105,-27,-48,-5,1988
3957017,3957016,-91.0003814468,-59.1130952381,-19.9876651050,-11.8996211037,-184,-142,207,15,174,10,-13,6,-40,-199,-74,155,56,33,24,-99,-28,-55,4,1989
3958337,3958336,-83.6371758086,-52.3067460317,-19.4410783798,-11.8893513970,-182,-121,221,0,165,6,-17,-5,-19,-188,-72,162,59,30,9,-100,-21,-49,2,1989
3958477,3958476,-86.7940659265,-55.5753968254,-19.3277766641,-11.8908924370,-196,-119,229,1,167,9,-16,-7,-17,-188,-75,163,57,35,10,-98,-22,-48,1,1989
3964589,3964588,-70.1734499566,-39.0027777778,-19.2773200675,-11.8933521113,-191,-87,248,4,172,28,-57,-4,-24,-157,-108,181,40,13,9,-83,-34,-64,0,1991
3964607,3964606,-70.8706719284,-39.5595238095,-19.4157234117,-11.8954247072,-191,-88,248,2,174,27,-58,-3,-24,-158,-109,180,39,14,10,-83,-34,-65,1,1991
3965023,3965022,-73.9587431117,-41.8543650794,-20.2135552971,-11.8908227353,-201,-84,259,4,164,29,-65,-5,-17,-160,-109,174,43,15,7,-81,-31,-69,-3,1991
4097021,4097020,-118.2303203237,-96.1222222222,-10.2764508051,-11.8316472964,-259,15,57,-76,158,-91,10,58,83,11,-171,156,101,-41,-80,-43,-62,-24,70,2024
4687303,4687302,-24.7210905767,-7.2126984127,-5.8453807058,-11.6630114582,72,-28,-29,-230,7,218,-94,-134,137,124,44,-156,-129,139,90,-6,0,0,-73,2165
4687321,4687320,-25.4286756793,-8.0678571429,-5.6962498961,-11.6645686404,71,-28,-26,-233,8,216,-97,-135,138,125,43,-156,-129,140,91,-6,0,-1,-74,2165
4687369,4687368,-25.2224269856,-7.7126984127,-5.8466426507,-11.6630859222,71,-25,-26,-233,6,218,-100,-137,138,125,44,-158,-127,140,90,-4,0,-3,-74,2165
4690801,4690800,-15.1398650273,-1.1575396825,-2.3196840660,-11.6626412787,76,0,-30,-251,5,220,-95,-130,126,145,33,-134,-120,131,99,-1,5,-13,-54,2165
4691969,4691968,-6.6986188727,7.3436507937,-2.3797020279,-11.6625676384,89,12,-29,-245,-6,228,-104,-142,123,164,36,-134,-136,126,92,-9,9,-12,-58,2166
4718927,4718926,2.8488993265,20.8932539683,-6.3742201140,-11.6701345277,151,-15,-41,-239,31,195,-165,-122,96,93,-6,-150,-174,130,136,-6,22,-14,-35,2172
4733317,4733316,8.5838458261,27.0476190476,-6.7916603541,-11.6721128673,212,29,-153,-241,-2,187,-146,-180,97,45,-34,-115,-187,124,163,5,32,-16,-34,2175
4733353,4733352,8.8651357621,27.2202380952,-6.6838985483,-11.6712037849,215,32,-157,-243,-6,185,-145,-180,96,45,-33,-117,-186,125,161,6,33,-16,-34,2175
4796893,4796892,91.2835588971,121.0567460317,-18.1317786773,-11.6414084573,275,136,-155,-44,-13,176,-233,-106,37,-73,23,-120,-196,82,224,36,-3,-25,-14,2190
4799563,4799562,92.3076350359,123.3559523810,-19.4152366114,-11.6330807336,262,165,-156,-32,-25,173,-229,-123,45,-59,20,-117,-209,71,219,38,20,-29,-26,2190
4799573,4799572,93.0889860979,124.0849206349,-19.3628408857,-11.6330936513,264,165,-158,-31,-25,174,-230,-122,44,-59,20,-117,-210,72,220,38,20,-28,-26,2190
4799953,4799952,89.8542402554,120.5285714286,-19.0337516584,-11.6405795147,256,168,-157,-36,-20,171,-230,-123,43,-60,12,-119,-206,72,222,39,22,-29,-22,2190
5579447,5579446,24.8293202645,41.3626984127,-5.2061646500,-11.3272134983,118,175,-92,-44,-263,-78,218,-193,50,-125,196,88,19,14,-207,-96,153,107,9,2362
5579557,5579556,23.3635215214,39.1948412698,-4.5010819477,-11.3302378008,114,172,-89,-43,-265,-79,219,-190,49,-122,194,89,21,14,-209,-96,156,107,11,2362
5622847,5622846,29.4465710741,45.4234126984,-4.6380656324,-11.3387759919,117,188,-189,38,-241,-34,207,-175,25,8,142,16,22,24,-240,-140,135,155,45,2371
5622889,5622888,28.9236178103,44.7765873016,-4.5144661353,-11.3385033560,118,187,-192,39,-242,-36,211,-176,23,5,143,16,23,25,-240,-138,136,154,46,2371
5622899,5622898,28.3808073792,44.2793650794,-4.5591131918,-11.3394445084,117,187,-193,39,-241,-36,210,-175,24,5,143,15,24,25,-239,-138,135,153,46,2371
5622961,5622960,28.3888224425,44.2400793651,-4.5120834400,-11.3391734826,120,182,-192,38,-240,-34,207,-175,24,6,141,16,21,25,-238,-138,135,153,45,2371
5623169,5623168,29.2370486094,46.1936507937,-5.6179249167,-11.3386772676,118,184,-193,37,-233,-31,210,-169,25,4,141,14,19,29,-240,-138,129,151,45,2371
5623213,5623212,26.5117264712,43.4547619048,-5.6036786622,-11.3393567713,110,186,-192,38,-232,-31,210,-171,27,3,142,14,18,27,-239,-138,129,151,44,2371
5623537,5623536,32.3167475068,50.7476190476,-7.0931625762,-11.3377089646,125,188,-200,44,-235,-30,216,-168,19,2,139,10,17,21,-242,-136,123,150,47,2371
5623543,5623542,32.1898857220,50.6769841270,-7.1494964905,-11.3376019145,125,188,-199,44,-236,-31,216,-169,20,1,139,10,17,21,-242,-136,124,150,46,2371
6951173,6951172,-184.2473558961,-150.4682539683,-22.0483288847,-11.7307730432,-450,-158,350,-110,60,302,-148,50,215,-33,-68,-116,-46,234,-16,89,4,-143,-201,2636
6951247,6951246,-183.1286551980,-150.0623015873,-21.3353916811,-11.7309619296,-448,-153,353,-116,53,300,-149,47,216,-33,-66,-115,-43,235,-16,90,7,-142,-201,2636
6951379,6951378,-185.7857110019,-152.3563492063,-21.6996734342,-11.7296883614,-457,-159,358,-112,61,298,-146,50,220,-33,-68,-117,-40,232,-18,87,6,-140,-203,2636
6951391,6951390,-186.4752711357,-152.8468253968,-21.8976121388,-11.7308336000,-460,-158,360,-111,60,299,-146,50,220,-33,-69,-118,-40,231,-18,87,6,-140,-204,2636
7507369,7507368,-27.5719026271,-3.1865079365,-12.6513890015,-11.7340056892,-165,338,143,-352,-33,317,-240,-215,154,147,-139,-87,-56,-25,124,-29,170,-49,21,2739
7511183,7511182,-2.6030703556,25.1714285714,-16.0455900363,-11.7289088907,-123,336,130,-344,-29,340,-216,-186,149,159,-146,-88,-68,-44,107,-13,165,-49,12,2740
7770097,7770096,36.0984032033,50.6059523810,-2.5107328040,-11.9968163737,150,187,-211,-83,-125,96,7,-147,52,154,97,-241,13,-101,65,69,49,83,63,2787
7770131,7770130,35.8071597621,50.4325396825,-2.6294964804,-11.9958834400,152,184,-212,-82,-123,95,6,-146,49,153,97,-242,13,-100,66,68,50,82,65,2787
7776929,7776928,18.1469017408,29.9063492063,0.2464109553,-12.0058584208,114,175,-178,-69,-114,73,-48,-140,30,152,87,-244,27,-103,71,82,40,89,74,2788
7776931,7776930,17.3674187057,28.9968253968,0.3760686737,-12.0054753648,113,174,-178,-70,-113,72,-48,-140,31,152,87,-244,28,-102,71,82,40,89,74,2788
7776941,7776940,16.6371625400,28.2873015873,0.3552574947,-12.0053965420,113,172,-178,-69,-113,71,-48,-140,30,151,86,-243,28,-102,71,81,40,89,75,2788
7776983,7776982,17.1097228786,29.3095238095,-0.1927030810,-12.0070978500,112,171,-176,-68,-108,71,-48,-138,31,149,85,-243,29,-103,69,80,39,89,76,2788
7777009,7777008,17.7598452593,29.7972222222,-0.0298996606,-12.0074773023,113,171,-174,-67,-110,70,-49,-139,31,148,85,-242,30,-104,70,81,39,88,76,2788
7810039,7810038,41.1109711014,52.1174603175,1.0450848293,-12.0515740454,153,186,-208,-10,-98,-46,24,-124,13,147,145,-237,49,-131,29,145,-19,130,42,2794
7810433,7810432,38.0152872090,49.9785714286,0.0853183171,-12.0486025367,155,173,-208,-3,-93,-53,26,-123,9,146,139,-235,53,-135,22,146,-19,124,43,2794
